Adarsh Nagar,53,RAFEEK KHAN,Indian National Congress,ASHOK PARNAMI,Bharatiya Janata Party,12553                                             ,Result Declared,ASHOK PARNAMI,Bharatiya Janata Party,3803
Kolayat,15,BHANWAR SINGH BHATI,Indian National Congress,POONAM KANWAR BHATI,Bharatiya Janata Party,11016                                             ,Result Declared,BHANWAR SINGH,Indian National Congress,1134
Kota North,189,SHANTI KUMAR DHARIWAL,Indian National Congress,PRAHLAD GUNJAL,Bharatiya Janata Party,17945                                             ,Result Declared,PRAHLAD GUNJAL,Bharatiya Janata Party,14861
Kota South,190,SANDEEP SHARMA,Bharatiya Janata Party,RAKHI GAUTAM,Indian National Congress,7534                                              ,Result Declared,OM BIRLA,Bharatiya Janata Party,49439
Kotputli ,40,RAJENDRA SINGH YADAV,Indian National Congress,MUKESH GOYAL,Bharatiya Janata Party,13876                                             ,Result Declared,RAJENDRA SINGH YADAV,Indian National Congress,24687
Kumbhalgarh,174,SURENDRA SINGH RATHORE,Bharatiya Janata Party,GANESH SINGH,Indian National Congress,18443                                             ,Result Declared,SURENDRA SINGH RATHORE,Bharatiya Janata Party,27606
Kushalgarh ,166,RAMILA KHADIYA,Independent,BHIMA BHAI,Bharatiya Janata Party,18950                                             ,Result Declared,BHIMA BHAI,Bharatiya Janata Party,708
Lachhmangarh,33,GOVIND SINGH DOTASARA,Indian National Congress,DINESH JOSHI,Bharatiya Janata Party,22052                                             ,Result Declared,GOVIND SINGH DOTASARA,Indian National Congress,10723
Ladnun,106,MUKESH KUMAR BHAKAR,Indian National Congress,MANOHAR SINGH,Bharatiya Janata Party,12947                                             ,Result Declared,MANOHAR SINGH,Bharatiya Janata Party,23051
Ladpura ,191,KALPANA DEVI,Bharatiya Janata Party,GULANAJ GUDDU,Indian National Congress,21656                                             ,Result Declared,BHAWANI SINGH RAJAWAT,Bharatiya Janata Party,16206
Lalsot ,89,PARSADI LAL,Indian National Congress,RAMBILAS,Bharatiya Janata Party,9074                                              ,Result Declared,DR. KIRODI LAL,National People’s Party,491
Lohawat,123,KISANA RAM VISHNOI,Indian National Congress,GAJENDRA SINGH,Bharatiya Janata Party,40876                                             ,Result Declared,GAJENDRA SINGH,Bharatiya Janata Party,19814
Luni,130,MAHENDRA VISHNOI,Indian National Congress,JOGARAM PATEL,Bharatiya Janata Party,9157                                              ,Result Declared,JOGARAM PATEL,Bharatiya Janata Party,35940
Lunkaransar,16,SUMIT GODARA,Bharatiya Janata Party,VIRENDRA BENIWAL,Indian National Congress,10853                                             ,Result Declared,MANIK CHAND SURANA,Independent,4817
Mahuwa,86,OM PRAKASH HUDLA,Independent,RAJENDRA,Bharatiya Janata Party,9985                                              ,Result Declared,OMPRAKASH,Bharatiya Janata Party,15658
Makrana,113,ROOPA RAM,Bharatiya Janata Party,JAKIR HUSSAIN GESAWAT,Indian National Congress,1488                                              ,Result Declared,SHREERAM BHINCHAR,Bharatiya Janata Party,11778
Malpura,94,KANHIYA LAL,Bharatiya Janata Party,RANVEER PHALWAN,Rashtriya Lok Dal,29786                                             ,Result Declared,KANHIYALAL,Bharatiya Janata Party,40221
Malviya Nagar,54,KALICHARAN SARAF,Bharatiya Janata Party,DR. ARCHANA SHARMA,Indian National Congress,1704                                              ,Result Declared,KALICHARAN SARAF,Bharatiya Janata Party,48718
Mandal,178,RAMLAL JAT,Indian National Congress,PRADHYUMAN SINGH (HAPPY BANNA),Independent,8065                                              ,Result Declared,KALU LAL GUJAR,Bharatiya Janata Party,41434
Mandalgarh ,183,GOPAL LAL SHARMA,Bharatiya Janata Party,VIVEK DHAKAR,Indian National Congress,10333                                             ,Result Declared,KIRTIKUMARI,Bharatiya Janata Party,18540
Mandawa,28,NARENDRA KUMAR,Bharatiya Janata Party,KUM. RITA  CHOUDHARY,Indian National Congress,2346                                              ,Result Declared,NARENDRA KUMAR,Independent,17118
Manohar thana,200,GOVIND PRASAD,Bharatiya Janata Party,KAILASH CHAND,Indian National Congress,21869                                             ,Result Declared,KANWAR LAL,Bharatiya Janata Party,34666
Marwar junction,119,KHUSHVEER SINGH,Independent,KESARAM CHOUDHARY,Bharatiya Janata Party,251                                               ,Result Declared,KESARAM CHOUDHARY,Bharatiya Janata Party,13653
Masuda,104,RAKESH PAREEK,Indian National Congress,SUSHIL KANWAR,Bharatiya Janata Party,3374                                              ,Result Declared,SUSHIL KANWAR ,Bharatiya Janata Party,4475
Mavli,154,DHARMNARAYAN JOSHI,Bharatiya Janata Party,PUSHKAR LAL DANGI,Indian National Congress,26978                                             ,Result Declared,DALI CHAND DANGI,Bharatiya Janata Party,23465
Merta ,111,INDIRA DEVI,Rashtriya Loktantrik Party,LAXMAN RAM MEGHWAL,Independent,12835                                             ,Result Declared,SUKHARAM,Bharatiya Janata Party,35549
Mundawar,61,MANJEET DHARAMPAL CHOUDHARY,Bharatiya Janata Party,LALIT YADAV,Bahujan Samaj Party,17602                                             ,Result Declared,DHARAM PAL CHOUDHARY,Bharatiya Janata Party,29417
Nadbai ,74,JOGINDER SINGH AWANA,Bahujan Samaj Party,KRISHNENDRA KAUR (DEEPA),Bharatiya Janata Party,4094                                              ,Result Declared,KRISHNENDRA KAUR (DEEPA),Bharatiya Janata Party,14556
Nagar,71,WAJIB ALI,Bahujan Samaj Party,NEM SINGH,Samajwadi Party,25467                                             ,Result Declared,ANITA,Bharatiya Janata Party,8113
NAGAUR,109,MOHAN RAM CHOUDHARY,Bharatiya Janata Party,HABIBUR REHMAN ASHRAFI LAMBA,Indian National Congress,13008                                             ,Result Declared,HABIBUR RAHMAN ASHRAFI LAMBA,Bharatiya Janata Party,5855
Nasirabad,102,RAMSWAROOP LAMBA,Bharatiya Janata Party,RAMNARAIN,Indian National Congress,16684                                             ,Result Declared,SANWAR LAL,Bharatiya Janata Party,28900
Nathdwara,176,C. P. JOSHI,Indian National Congress,MAHESH PRATAP SINGH,Bharatiya Janata Party,16940                                             ,Result Declared,KALYANSINGH CHOUHAN,Bharatiya Janata Party,12472
Nawalgarh,29,DR. RAJKUMAR SHARMA,Indian National Congress,RAVI SAINI,Bharatiya Janata Party,36500                                             ,Result Declared,DR. RAJKUMAR SHARMA,Independent,33566
Nawan,115,MAHENDRA CHOUDHARY,Indian National Congress,VIJAY SINGH,Bharatiya Janata Party,2256                                              ,Result Declared,VIJAY SINGH,Bharatiya Janata Party,29779
Neem ka Thana,38,SURESH MODI,Indian National Congress,PREM SINGH BAJORE,Bharatiya Janata Party,12615                                             ,Result Declared,PREM SINGH BAJOR,Bharatiya Janata Party,34202
Nimbahera,170,ANJANA UDAILAL,Indian National Congress,SHRICHAND KRIPLANI,Bharatiya Janata Party,11908                                             ,Result Declared,SHRICHAND KRIPLANI,Bharatiya Janata Party,3370
Niwai ,95,PRASHANT BAIRWA,Indian National Congress,RAM SAHAY VERMA,Bharatiya Janata Party,43889                                             ,Result Declared,HIRA LAL,Bharatiya Janata Party,5936
Nohar,10,AMIT CHACHAN,Indian National Congress,ABHISHEK MATORIA,Bharatiya Janata Party,13727                                             ,Result Declared,ABHISHEK MATORIA,Bharatiya Janata Party,26951
Nokha,18,BIHARILAL,Bharatiya Janata Party,RAMESHWAR DUDI,Indian National Congress,8663                                              ,Result Declared,RAMESHWAR LAL DUDI,Indian National Congress,30794
Osian,125,DIVYA MADERNA,Indian National Congress,BHERA RAM CHOUDHARY,Bharatiya Janata Party,27590                                             ,Result Declared,BHAIRA RAM CHOUDHARY,Bharatiya Janata Party,15396
Pachpadra,137,MADAN PRAJAPAT,Indian National Congress,AMARA RAM,Bharatiya Janata Party,2395                                              ,Result Declared,AMRA RAM,Bharatiya Janata Party,23237
Pali,118,GYANCHAND PARAKH,Bharatiya Janata Party,BHEEMRAJ BHATI,Independent,19386                                             ,Result Declared,GYANCHAND PARAKH,Bharatiya Janata Party,13673
Parbatsar,114,RAMNIWAS GAWRIYA,Indian National Congress,MAN SINGH KINSARIYA,Bharatiya Janata Party,14485                                             ,Result Declared,MANSINGH KINSARIYA,Bharatiya Janata Party,16298
Phalodi,122,PABBA RAM,Bharatiya Janata Party,MAHESH KUMAR,Indian National Congress,8737                                              ,Result Declared,PABBA RAM,Bharatiya Janata Party,34171
Phulera ,44,NIRMAL KUMAWAT,Bharatiya Janata Party,VIDHYADHAR SINGH,Indian National Congress,1132                                              ,Result Declared,NIRMAL KUMAWAT,Bharatiya Janata Party,24297
Pilani ,25,J.P. CHANDELIA,Indian National Congress,KAILASH CHAND,Bharatiya Janata Party,13539                                             ,Result Declared,SUNDERLAL,Bharatiya Janata Party,13996
Pilibanga ,9,DHARMENDRA KUMAR,Bharatiya Janata Party,VINOD KUMAR,Indian National Congress,278                                               ,Result Declared,DROPATI,Bharatiya Janata Party,10198
Pindwara abu ,147,SAMA RAM GRASIYA,Bharatiya Janata Party,LALA RAM GRASIYA,Indian National Congress,26974                                             ,Result Declared,SAMARAM GRASIYA,Bharatiya Janata Party,30855
Pipalda,187,RAMNARAIN MEENA,Indian National Congress,MAMTA SHARMA,Bharatiya Janata Party,14905                                             ,Result Declared,VIDHYASHANKAR NANDWANA,Bharatiya Janata Party,7749
Pokaran,133,SHALE MOHAMMAD,Indian National Congress,PRATAPPURI,Bharatiya Janata Party,872                                               ,Result Declared,SHAITAN SINGH,Bharatiya Janata Party,34444
Pratapgarh ,172,RAMLAL,Indian National Congress,HEMANT,Bharatiya Janata Party,16680                                             ,Result Declared,NANDLAL MEENA,Bharatiya Janata Party,31938
Pushkar,99,SURESH SINGH RAWAT,Bharatiya Janata Party,NASIM AKHTAR INSAF,Indian National Congress,9389                                              ,Result Declared,SURESH SINGH RAWAT,Bharatiya Janata Party,41290
Raisingh Nagar,5,BALVEER SINGH LUTHRA,Bharatiya Janata Party,SHYOPAT RAM,Communist Party of India  (Marxist),33671                                             ,Result Declared,SONADEVI,National Unionist Zamindara Party,21238
Rajakhera,80,ROHIT BOHRA,Indian National Congress,ASHOK SHARMA,Bharatiya Janata Party,14991                                             ,Result Declared,PRADHYUMN SINGH,Indian National Congress,26012
Rajgarh laxmangarh ,68,JOHARI LAL MEENA,Indian National Congress,VIJAY SAMARTH LAL,Bharatiya Janata Party,30298                                             ,Result Declared,GOLMA,National People’s Party,8128
Rajsamand,175,KIRAN MAHESHWARI,Bharatiya Janata Party,NARAYAN SINGH BHATI,Indian National Congress,24623                                             ,Result Declared,KIRAN MAHESHWARI,Bharatiya Janata Party,30575
Ramganj mandi ,192,MADAN DILAWAR,Bharatiya Janata Party,RAMGOPAL,Indian National Congress,12879                                             ,Result Declared,CHANDRAKANTA MEGHWAL,Bharatiya Janata Party,36919
Raniwara,145,NARAYAN SINGH DEWAL,Bharatiya Janata Party,RATAN,Indian National Congress,3405                                              ,Result Declared,NARAYAN SINGH DEWAL,Bharatiya Janata Party,32652
Ratangarh,23,ABHINESH MAHARSHI,Bharatiya Janata Party,POOSARAM GODARA,Independent,11881                                             ,Result Declared,RAJ KUMAR RINWA,Bharatiya Janata Party,25158
Reodar ,148,JAGASI RAM,Bharatiya Janata Party,NEERAJ DANGI,Indian National Congress,14604                                             ,Result Declared,JAGASI RAM,Bharatiya Janata Party,32244
Sadulpur,19,KRISHNA POONIA,Indian National Congress,MANOJ NYANGALI,Bahujan Samaj Party,18084                                             ,Result Declared,MANOJ KUMAR,Bahujan Samaj Party,4826
Sadulshahar,1,JAGDISH CHANDER,Indian National Congress,GURVEER SINGH BRAR,Bharatiya Janata Party,9676                                              ,Result Declared,GURJANT SINGH,Bharatiya Janata Party,4808
Sagwara ,160,RAMPRASAD,Bhartiya Tribal Party,SHANKARLAL,Bharatiya Janata Party,4582                                              ,Result Declared,ANITA KATARA,Bharatiya Janata Party,640
Sahara,179,KAILASH CHANDRA TRIVEDI,Indian National Congress,ROOP LAL JAT,Bharatiya Janata Party,7006                                              ,Result Declared,DR. BALU RAM CHAUDHARY,Bharatiya Janata Party,20756
Salumber ,156,AMRIT LAL MEENA,Bharatiya Janata Party,RAGUVIR SINGH,Indian National Congress,21918                                             ,Result Declared,AMRIT LAL,Bharatiya Janata Party,36651
Sanchore,144,SUKHRAM VISHNOI,Indian National Congress,DANA RAM CHOUDHARY,Bharatiya Janata Party,25918                                             ,Result Declared,SUKHRAM VISHNOI,Indian National Congress,24055
Sanganer,55,ASHOK LAHOTY,Bharatiya Janata Party,PUSHPENDRA BHARDWAJ,Indian National Congress,35405                                             ,Result Declared,GHANSHYAM TIWARI,Bharatiya Janata Party,65350
Sangaria,7,GURDEEP SINGH,Bharatiya Janata Party,SHABNAM GODARA,Indian National Congress,6538                                              ,Result Declared,KRISHAN KADVA,Bharatiya Janata Party,11601
Sangod,188,BHARAT SINGH KUNDANPUR,Indian National Congress,HEERA LAL NAGAR,Bharatiya Janata Party,1868                                              ,Result Declared,HEERALAL NAGAR,Bharatiya Janata Party,19232
Sapotra ,84,RAMESH CHAND MEENA,Indian National Congress,GOLMA,Bharatiya Janata Party,14104                                             ,Result Declared,RAMESH,Indian National Congress,6232
Sardarpura,127,ASHOK GEHLOT,Indian National Congress,SHAMBHU SINGH,Bharatiya Janata Party,45597                                             ,Result Declared,ASHOK GEHLOT,Indian National Congress,18478
Sardarshahar,21,BHANWARLAL SHARMA,Indian National Congress,ASHOK KUMAR,Bharatiya Janata Party,16816                                             ,Result Declared,BHANWARLAL,Indian National Congress,7057
Sawai madhopur,92,DANISH ABRAR,Indian National Congress,ASHA MEENA,Bharatiya Janata Party,25199                                             ,Result Declared,RAJKUMARI DIYAKUMARI,Bharatiya Janata Party,7532
Shahpura,42,ALOK BENIWAL,Independent,MANISH YADAV,Indian National Congress,3855                                              ,Result Declared,RAO RAJENDRA SINGH,Bharatiya Janata Party,2397
Shahpura,181,KAILASH CHANDRA MEGHWAL,Bharatiya Janata Party,MAHAVEER PRASAD,Indian National Congress,74542                                             ,Result Declared,KAILASH CHANDRA MEGHWAL,Bharatiya Janata Party,43666
Sheo,134,AMEEN KHAN,Indian National Congress,KHANGAR SINGH SODHA,Bharatiya Janata Party,23554                                             ,Result Declared,MANVENDRA SINGH,Bharatiya Janata Party,31425
Shergarh,124,MEENA KANWAR,Indian National Congress,BABU SINGH RATHORE,Bharatiya Janata Party,24696                                             ,Result Declared,BABU SINGH,Bharatiya Janata Party,6327
SHREE DUNGARGARH,17,GIRDHARILAL,Communist Party of India  (Marxist),MANGALARAM,Indian National Congress,23896                                             ,Result Declared,KISHANA RAM,Bharatiya Janata Party,16202
Sikar,35,RAJENDRA PAREEK,Indian National Congress,RATANLAL JALDHARI,Bharatiya Janata Party,15180                                             ,Result Declared,RATAN LAL JALDHARI,Bharatiya Janata Party,13015
Sikrai ,87,MAMTA BHUPESH,Indian National Congress,VIKRAM BANSIWAL,Bharatiya Janata Party,33783                                             ,Result Declared,GEETA VERMA,National People’s Party,3699
Sirohi,146,SANYAM LODHA,Independent,OTARAM DEVASI,Bharatiya Janata Party,10253                                             ,Result Declared,OTA RAM,Bharatiya Janata Party,24439
Siwana,138,HAMEER SINGH BHAYAL,Bharatiya Janata Party,BALARAM,Independent,957                                               ,Result Declared,HAMEERSINGH BHAYAL,Bharatiya Janata Party,20701
Sojat ,117,SHOBHA CHAUHAN,Bharatiya Janata Party,SHOBHA SOLANKI,Indian National Congress,32398                                             ,Result Declared,SANJNA AGARI,Bharatiya Janata Party,20756
Soorsagar,129,SURYAKANTA VYAS,Bharatiya Janata Party,PROFESSOR AYYUB KHAN,Indian National Congress,5763                                              ,Result Declared,SURYAKANTA VYAS,Bharatiya Janata Party,20745
Srimadhopur,39,DEEPENDRA SINGH,Indian National Congress,JHABAR SINGH KHARRA,Bharatiya Janata Party,11810                                             ,Result Declared,JHABAR SINGH KHARRA,Bharatiya Janata Party,7902
Sujangarh ,24,MASTER BHANWARLAL MEGHWAL,Indian National Congress,KHEMARAM,Bharatiya Janata Party,38749                                             ,Result Declared,KHEMARAM,Bharatiya Janata Party,13649
Sumerpur,121,JORARAM KUMAWAT,Bharatiya Janata Party,RANJU RAMAWAT,Indian National Congress,32932                                             ,Result Declared,MADAN RATHORE,Bharatiya Janata Party,42643
Surajgarh,26,SUBHASH POONIA S/O LOKRAM POONIA,Bharatiya Janata Party,SHARWAN KUMAR S/O GOKAL RAM,Indian National Congress,3425                                              ,Result Declared,SANTOSH AHLAWAT,Bharatiya Janata Party,50219
Suratgarh,4,RAMPRATAP KASNIYAN,Bharatiya Janata Party,HANUMAN MEEL,Indian National Congress,10235                                             ,Result Declared,RAJENDAR SINGH BHADU,Bharatiya Janata Party,26779
Taranagar,20,NARENDRA BUDANIYA,Indian National Congress,RAKESH JANGIR,Bharatiya Janata Party,12555                                             ,Result Declared,JAI NARAYAN POONIYA,Bharatiya Janata Party,11136
Thanagazi,64,KANTI PRASAD,Independent,HEM SINGH,Independent,29350                                             ,Result Declared,HEM SINGH BHADANA,Bharatiya Janata Party,3732
Tijara,59,SANDEEP KUMAR,Bahujan Samaj Party,AIMADUDDIN AHMAD KHAN URF DURRU MIAN,Indian National Congress,4457                                              ,Result Declared,MASTER MAMAN SINGH YADAV,Bharatiya Janata Party,37994
Todabhim ,81,PRITHVIRAJ,Indian National Congress,RAMESH CHAND,Bharatiya Janata Party,73306                                             ,Result Declared,GHANSHYAM,Indian National Congress,7009
Tonk,96,SACHIN PILOT,Indian National Congress,YOONUS KHAN,Bharatiya Janata Party,54179                                             ,Result Declared,AJIT SINGH,Bharatiya Janata Party,30343
Udaipur,153,GULAB CHAND KATARIA,Bharatiya Janata Party,GIRIJA VYAS,Indian National Congress,9307                                              ,Result Declared,GULAB CHAND KATARIA,Bharatiya Janata Party,24608
Udaipur Rural,152,PHOOL SINGH MEENA,Bharatiya Janata Party,VIVEK KATARA,Indian National Congress,18707                                             ,Result Declared,PHOOL SINGH MEENA,Bharatiya Janata Party,13764
Udaipurwati,30,RAJENDRASINGH GUDHA,Bahujan Samaj Party,SHUBHKARAN CHOUDHARY,Bharatiya Janata Party,5534                                              ,Result Declared,SHUBHKARAN CHOUDHARY,Bharatiya Janata Party,11871
Vallabh Nagar,155,GAJENDRA SINGH SHAKTAWAT,Indian National Congress,M. RANDHIR SINGH BHINDER,Janta Sena Rajasthan,3719                                              ,Result Declared,M. RANDHIR SINGH BHINDER,Independent,13167
Vidhyadhar Nagar,50,NARPAT SINGH RAJVI,Bharatiya Janata Party,SITARAM AGARWAL,Indian National Congress,31232                                             ,Result Declared,NARPAT SINGH RAJVI,Bharatiya Janata Party,37913
Viratnagar,41,INDRAJ SINGH GURJAR,Indian National Congress,KULDEEP DHANKAD,Independent,19367                                             ,Result Declared,DR. PHOOLCHAND BHINDA,Bharatiya Janata Party,9398
Weir ,75,BHAJAN LAL JATAV,Indian National Congress,RAMSWAROOP KOLI,Bharatiya Janata Party,15283                                             ,Result Declared,BAHADUR SINGH,Bharatiya Janata Party,13423
